Date,Open,High,Low,Close,Adj Close,Volume
2022-09-09,3479.000000,3507.949951,3415.149902,3451.199951,3451.199951,1614634
2022-09-12,3465.000000,3495.500000,3457.899902,3463.800049,3463.800049,1647756
2022-09-13,3478.000000,3568.899902,3421.300049,3555.800049,3555.800049,3479669
2022-09-14,3518.000000,3608.000000,3511.000000,3572.100098,3572.100098,2740337
2022-09-15,3590.000000,3767.949951,3575.000000,3748.699951,3748.699951,4716688
2022-09-16,3755.000000,3866.949951,3614.600098,3702.199951,3702.199951,5687429
2022-09-19,3718.949951,3801.949951,3680.750000,3778.649902,3778.649902,3092486
2022-09-20,3819.000000,3885.000000,3812.000000,3834.550049,3834.550049,3338704
2022-09-21,3837.649902,3862.800049,3571.250000,3640.100098,3640.100098,6089846
2022-09-22,3639.000000,3735.949951,3608.050049,3716.300049,3716.300049,3490772
2022-09-23,3732.000000,3737.899902,3655.000000,3674.300049,3674.300049,3001474
2022-09-26,3646.300049,3658.000000,3532.000000,3586.199951,3586.199951,3123908
2022-09-27,3596.000000,3629.550049,3485.850098,3559.100098,3559.100098,3546332
2022-09-28,3528.000000,3596.949951,3503.000000,3548.750000,3548.750000,2259832
2022-09-29,3583.500000,3664.750000,3443.600098,3470.699951,3470.699951,15060223
2022-09-30,3447.949951,3523.800049,3371.100098,3455.750000,3455.750000,4307707
2022-10-03,3440.000000,3460.050049,3110.199951,3157.300049,3157.300049,7578847
2022-10-04,3230.000000,3291.199951,3125.000000,3237.699951,3237.699951,5642467
2022-10-06,3270.000000,3318.800049,3208.050049,3285.000000,3285.000000,2845165
2022-10-07,3280.000000,3310.949951,3228.149902,3277.600098,3277.600098,1930275
2022-10-10,3234.000000,3278.750000,3214.350098,3246.250000,3246.250000,1590792
2022-10-11,3257.550049,3338.000000,3249.000000,3273.949951,3273.949951,2544394
2022-10-12,3297.000000,3297.000000,3145.000000,3223.649902,3223.649902,2972601
2022-10-13,3218.000000,3262.800049,3189.000000,3233.649902,3233.649902,1840193
2022-10-14,3272.000000,3305.000000,3194.850098,3209.500000,3209.500000,1344415
2022-10-17,3211.000000,3235.000000,3136.100098,3212.600098,3212.600098,1985298
2022-10-18,3249.000000,3298.000000,3226.100098,3284.300049,3284.300049,1635079
2022-10-19,3300.000000,3310.000000,3259.649902,3277.250000,3277.250000,1396513
2022-10-20,3260.000000,3365.000000,3245.000000,3357.100098,3357.100098,2211287
2022-10-21,3374.899902,3382.000000,3287.000000,3311.899902,3311.899902,1120790
2022-10-24,3325.000000,3340.100098,3287.399902,3309.800049,3309.800049,248249
2022-10-25,3321.949951,3345.000000,3294.000000,3300.500000,3300.500000,879424
2022-10-27,3319.850098,3355.000000,3297.000000,3325.000000,3325.000000,1106870
2022-10-28,3322.000000,3387.949951,3297.649902,3323.300049,3323.300049,1323334
2022-10-31,3339.949951,3360.000000,3326.100098,3347.449951,3347.449951,575722
2022-11-01,3361.899902,3607.449951,3352.000000,3575.699951,3575.699951,4393335
2022-11-02,3580.000000,3625.149902,3526.000000,3580.699951,3580.699951,2534755
2022-11-03,3550.000000,3614.699951,3542.449951,3590.399902,3590.399902,1275216
2022-11-04,3642.000000,3849.800049,3566.750000,3833.250000,3833.250000,6112097
2022-11-07,3852.449951,4013.699951,3820.000000,3960.600098,3960.600098,5985652
2022-11-09,3977.000000,4048.000000,3943.050049,3997.199951,3997.199951,3732472
2022-11-10,3995.000000,4030.000000,3962.149902,3992.250000,3992.250000,2313795
2022-11-11,4040.000000,4048.949951,3975.149902,4008.850098,4008.850098,1476875
2022-11-14,3999.000000,4078.000000,3990.000000,4022.550049,4022.550049,1803092
2022-11-15,4025.050049,4065.000000,4022.000000,4057.800049,4057.800049,1065546
2022-11-16,4057.300049,4096.000000,3863.550049,3956.600098,3956.600098,3059841
2022-11-17,3970.000000,4033.000000,3900.000000,4018.149902,4018.149902,2266112
2022-11-18,4028.350098,4043.000000,3984.000000,4019.800049,4019.800049,1440776
2022-11-21,4019.949951,4019.949951,3921.949951,4001.850098,4001.850098,1492003
2022-11-22,4001.850098,4056.000000,3988.000000,4034.000000,4034.000000,1705043
2022-11-23,4050.000000,4061.850098,3873.000000,3903.300049,3903.300049,2861156
2022-11-24,3910.000000,3935.000000,3821.000000,3921.100098,3921.100098,2797181
2022-11-25,3929.000000,3949.899902,3845.300049,3901.100098,3901.100098,2506346
2022-11-28,3899.399902,3925.000000,3871.399902,3886.149902,3886.149902,1119166
2022-11-29,3885.000000,3915.000000,3864.050049,3878.399902,3878.399902,1513444
2022-11-30,3897.800049,3939.899902,3867.000000,3917.899902,3917.899902,1968428
2022-12-01,3937.500000,3944.949951,3902.449951,3915.100098,3915.100098,945838
2022-12-02,3905.000000,3963.800049,3885.000000,3922.500000,3922.500000,1297832
2022-12-05,3928.899902,3939.000000,3810.050049,3930.399902,3930.399902,2392866
2022-12-06,3920.000000,4057.000000,3909.000000,4031.800049,4031.800049,2962621
2022-12-07,4031.000000,4057.899902,3984.550049,3999.300049,3999.300049,1257261
2022-12-08,4010.000000,4045.000000,4003.350098,4025.000000,4025.000000,895075
2022-12-09,4044.000000,4094.000000,3941.500000,3996.800049,3996.800049,2129800
2022-12-12,3997.000000,4031.899902,3968.750000,4016.699951,4016.699951,802499
2022-12-13,4027.800049,4072.000000,4011.600098,4060.199951,4060.199951,1215308
2022-12-14,4076.000000,4092.050049,4040.000000,4055.800049,4055.800049,1114492
2022-12-15,4055.800049,4073.050049,4025.000000,4043.750000,4043.750000,866138
2022-12-16,4018.899902,4047.899902,3944.050049,3980.800049,3980.800049,1598960
2022-12-19,3988.000000,4104.000000,3971.449951,4075.300049,4075.300049,1643404
2022-12-20,4095.000000,4172.000000,4066.399902,4165.299805,4165.299805,3778426
2022-12-21,4175.000000,4190.000000,3883.250000,3901.949951,3901.949951,3585883
2022-12-22,3948.000000,3948.000000,3817.050049,3868.550049,3868.550049,2879658
2022-12-23,3822.000000,3848.000000,3616.800049,3642.199951,3642.199951,3036157
2022-12-26,3653.000000,3744.899902,3620.000000,3716.750000,3716.750000,2162662
2022-12-27,3732.449951,3797.899902,3695.050049,3769.649902,3769.649902,1804911
2022-12-28,3756.050049,3825.000000,3745.000000,3797.699951,3797.699951,1377950
2022-12-29,3790.000000,3825.000000,3748.100098,3810.600098,3810.600098,1531692
2022-12-30,3829.699951,3898.000000,3822.050049,3858.350098,3858.350098,1528747
2023-01-02,3870.000000,3874.000000,3822.550049,3841.199951,3841.199951,923051
2023-01-03,3841.899902,3852.850098,3791.000000,3830.949951,3830.949951,799905
2023-01-04,3839.000000,3874.949951,3803.600098,3827.050049,3827.050049,1028377
2023-01-05,3827.050049,3842.399902,3756.899902,3829.800049,3829.800049,997006
2023-01-06,3829.000000,3868.250000,3797.050049,3824.250000,3824.250000,912159
2023-01-09,3843.000000,3880.000000,3811.250000,3855.300049,3855.300049,753981
2023-01-10,3859.000000,3862.050049,3555.000000,3646.899902,3646.899902,3595798
2023-01-11,3660.000000,3664.500000,3560.100098,3635.800049,3635.800049,2226506
2023-01-12,3642.500000,3679.000000,3612.000000,3647.199951,3647.199951,1199785
2023-01-13,3651.199951,3736.050049,3642.199951,3721.149902,3721.149902,1364712
2023-01-16,3720.000000,3739.949951,3600.000000,3619.800049,3619.800049,1863848
2023-01-17,3620.000000,3649.600098,3560.199951,3639.350098,3639.350098,1668381
2023-01-18,3648.000000,3648.000000,3527.100098,3596.699951,3596.699951,3652240
2023-01-19,3470.000000,3537.699951,3426.699951,3463.550049,3463.550049,3696319
2023-01-20,3450.000000,3477.350098,3440.949951,3456.149902,3456.149902,1510258
2023-01-23,3443.050049,3460.000000,3412.550049,3436.350098,3436.350098,974857
2023-01-24,3447.449951,3508.000000,3430.000000,3442.000000,3442.000000,1518123
2023-01-25,3422.000000,3428.000000,3315.000000,3388.949951,3388.949951,3686439
2023-01-27,3335.000000,3346.500000,2712.000000,2761.449951,2761.449951,14764368
2023-01-30,2850.000000,3037.550049,2665.000000,2892.850098,2892.850098,20947906
2023-01-31,2980.000000,3073.600098,2906.000000,2973.899902,2973.899902,11568020
2023-02-01,2995.000000,3010.750000,1941.199951,2135.350098,2135.350098,13525314
2023-02-02,2348.850098,2348.850098,1494.750000,1565.250000,1565.250000,34474080
2023-02-03,1490.000000,1679.900024,1017.450012,1586.800049,1586.800049,43885579
2023-02-06,1575.000000,1615.000000,1435.199951,1572.699951,1572.699951,19308603
2023-02-07,1571.000000,1962.699951,1525.599976,1802.949951,1802.949951,19188072
2023-02-08,1869.849976,2222.149902,1840.849976,2164.250000,2164.250000,19173006
2023-02-09,2168.000000,2168.000000,1731.400024,1925.699951,1925.699951,18279862
2023-02-10,1769.000000,1990.000000,1733.150024,1846.949951,1846.949951,11334878
2023-02-13,1850.000000,1921.699951,1662.250000,1717.650024,1717.650024,12210940
2023-02-14,1735.000000,1889.000000,1611.349976,1749.699951,1749.699951,14579030
2023-02-15,1780.000000,1824.400024,1750.000000,1779.099976,1779.099976,7636578
2023-02-16,1820.000000,1874.949951,1790.000000,1796.599976,1796.599976,5578515
2023-02-17,1800.000000,1815.849976,1703.199951,1722.699951,1722.699951,5392513
2023-02-20,1650.000000,1685.000000,1560.500000,1621.449951,1621.449951,6762330
2023-02-21,1626.000000,1644.449951,1561.300049,1571.099976,1571.099976,5571915
2023-02-22,1535.000000,1560.000000,1381.199951,1404.849976,1404.849976,10606476
2023-02-23,1380.000000,1438.000000,1350.000000,1382.650024,1382.650024,8907540
2023-02-24,1410.000000,1427.000000,1261.599976,1315.650024,1315.650024,8736727
2023-02-27,1300.000000,1313.800049,1131.050049,1193.500000,1193.500000,10271008
2023-02-28,1145.000000,1398.000000,1103.750000,1363.849976,1363.849976,33948366
2023-03-01,1424.000000,1580.000000,1411.000000,1564.300049,1564.300049,20114340
2023-03-02,1499.900024,1646.000000,1407.900024,1607.250000,1607.250000,26970925
2023-03-03,1688.849976,1905.949951,1685.500000,1879.500000,1879.500000,22888891
2023-03-06,1966.699951,2135.000000,1855.000000,1982.900024,1982.900024,27180456
2023-03-08,2040.000000,2088.000000,1941.000000,2039.650024,2039.650024,13568243
2023-03-09,2049.800049,2068.850098,1905.349976,1953.150024,1953.150024,12627794
2023-03-10,1870.000000,1940.000000,1820.599976,1896.199951,1896.199951,9419942
2023-03-13,1917.000000,1985.000000,1857.400024,1874.400024,1874.400024,7572604
2023-03-14,1874.000000,1874.849976,1651.349976,1738.199951,1738.199951,12679663
2023-03-15,1760.900024,1891.449951,1728.099976,1839.000000,1839.000000,12296703
2023-03-16,1861.000000,1875.000000,1795.000000,1843.800049,1843.800049,6509495
2023-03-17,1901.000000,1918.849976,1845.000000,1876.550049,1876.550049,5969594
